new_ids,listed_products, total_units_sold , mean_units_sold_per_product ,rating, ratings_count ,mean_product_prices,mean_retail_prices,average_markup,average_discount
741,1, 100 , 100 ,3.838, 198 ,8,7,-1.00,-14
742,1, 100 , 100 ,3.851, 897 ,15,28,13.00,47
743,1, 100 , 100 ,3.856, 277 ,3.69,53,49.31,94
744,1, 100 , 100 ,3.857," 7,602 ",7,81,74.00,92
745,1, 100 , 100 ,3.864," 1,022 ",13,26,13.00,50
746,1, 100 , 100 ,3.871," 58,154 ",8,59,51.00,87
747,1, 100 , 100 ,3.877," 50,593 ",8,22,14.00,64
748,1, 100 , 100 ,3.89," 17,612 ",5,75,70.00,94
749,1, 100 , 100 ,3.891," 26,018 ",5,9,4.00,45
750,1, 100 , 100 ,3.893, 224 ,8,10,2.00,20
751,1, 100 , 100 ,3.897," 2,988 ",6,6,0.00,0
752,1, 100 , 100 ,3.897, 107 ,8,7,-1.00,-14
753,1, 100 , 100 ,3.898," 16,885 ",14,51,37.00,73
754,1, 100 , 100 ,3.899," 1,373 ",5.72,9,3.28,37
755,1, 100 , 100 ,3.902, 173 ,8,85,77.00,91
756,1, 100 , 100 ,3.909, 230 ,14,25,11.00,44
757,1, 100 , 100 ,3.91," 35,679 ",9,84,75.00,90
758,1, 100 , 100 ,3.917," 41,623 ",7,33,26.00,79
759,1, 100 , 100 ,3.918, 98 ,5,5,0.00,0
760,1, 100 , 100 ,3.921," 16,741 ",5.8,8,2.20,28
761,1, 100 , 100 ,3.923," 1,643 ",14,12,-2.00,-16
762,1, 100 , 100 ,3.929," 3,897 ",6,34,28.00,83
763,1, 100 , 100 ,3.931," 23,161 ",6,6,0.00,0
764,1, 100 , 100 ,3.931," 2,776 ",6,20,14.00,70
765,1, 100 , 100 ,3.932, 88 ,8,7,-1.00,-14
766,1, 100 , 100 ,3.934," 1,770 ",12,11,-1.00,-9
767,1, 100 , 100 ,3.937," 4,572 ",4,4,0.00,0
768,1, 100 , 100 ,3.945, 613 ,3.81,25,21.19,85
769,1, 100 , 100 ,3.945," 5,988 ",9,8,-1.00,-12
770,1, 100 , 100 ,3.949," 27,964 ",11,13,2.00,16
771,1, 100 , 100 ,3.95," 27,764 ",13,25,12.00,48
772,1, 100 , 100 ,3.952," 1,500 ",3,60,57.00,95
773,1, 100 , 100 ,3.953," 11,030 ",8,30,22.00,74
774,1, 100 , 100 ,3.955," 12,016 ",3,26,23.00,89
775,1, 100 , 100 ,3.962, 210 ,5,19,14.00,74
776,1, 100 , 100 ,3.965," 36,033 ",8,7,-1.00,-14
777,1, 100 , 100 ,3.967, 300 ,9,8,-1.00,-12
778,1, 100 , 100 ,3.968, 185 ,1.67,2,0.33,17
779,1, 100 , 100 ,3.975," 2,869 ",9,8,-1.00,-12
780,1, 100 , 100 ,3.975," 1,284 ",3,7,4.00,58
781,1, 100 , 100 ,3.982, 901 ,16,14,-2.00,-14
782,1, 100 , 100 ,3.988, 900 ,2.65,3,0.35,12
783,1, 100 , 100 ,3.993, 150 ,5.89,5,-0.89,-17
784,1, 100 , 100 ,3.997," 2,435 ",16,33,17.00,52
785,1, 100 , 100 ,4, 88 ,7,17,10.00,59
786,1, 100 , 100 ,4.001," 5,301 ",12,11,-1.00,-9
787,1, 100 , 100 ,4.001," 17,222 ",11,51,40.00,79
788,1, 100 , 100 ,4.003," 3,852 ",5.73,5,-0.73,-14
789,1, 100 , 100 ,4.003," 1,250 ",1.72,2,0.28,14
790,1, 100 , 100 ,4.005," 4,955 ",8,9,1.00,12
791,1, 100 , 100 ,4.014," 5,244 ",12,59,47.00,80
792,1, 100 , 100 ,4.015, 546 ,11,10,-1.00,-10
793,1, 100 , 100 ,4.019, 746 ,11,22,11.00,50
794,1, 100 , 100 ,4.02, 196 ,12,14,2.00,15
795,1, 100 , 100 ,4.023," 4,402 ",9,8,-1.00,-12
796,1, 100 , 100 ,4.024," 1,746 ",11,10,-1.00,-10
797,1, 100 , 100 ,4.028," 17,002 ",12,11,-1.00,-9
798,1, 100 , 100 ,4.03, 689 ,2,2,0.00,0
799,1, 100 , 100 ,4.035," 5,311 ",11,84,73.00,87
800,1, 100 , 100 ,4.039," 4,836 ",5,11,6.00,55
801,1, 100 , 100 ,4.04," 11,557 ",8,11,3.00,28
802,1, 100 , 100 ,4.041, 267 ,9,49,40.00,82
803,1, 100 , 100 ,4.044," 16,726 ",16,88,72.00,82
804,1, 100 , 100 ,4.045, 88 ,8,7,-1.00,-14
805,1, 100 , 100 ,4.051," 102,568 ",6,7,1.00,15
806,1, 100 , 100 ,4.055, 874 ,11,26,15.00,58
807,1, 100 , 100 ,4.056," 1,086 ",3,3,0.00,0
808,1, 100 , 100 ,4.067, 89 ,8,7,-1.00,-14
809,1, 100 , 100 ,4.07," 5,939 ",9,8,-1.00,-12
810,1, 100 , 100 ,4.077," 1,585 ",8,9,1.00,12
811,1, 100 , 100 ,4.087," 7,385 ",14,26,12.00,47
812,1, 100 , 100 ,4.097," 1,338 ",1.72,56,54.28,97
813,1, 100 , 100 ,4.101," 32,724 ",8,7,-1.00,-14
814,1, 100 , 100 ,4.106, 540 ,1.89,2,0.11,6
815,1, 100 , 100 ,4.107," 2,199 ",8,25,17.00,68
816,1, 100 , 100 ,4.111, 425 ,12,43,31.00,73
817,1, 100 , 100 ,4.118," 4,943 ",5.83,64,58.17,91
818,1, 100 , 100 ,4.123," 1,172 ",5,5,0.00,0
819,1, 100 , 100 ,4.123," 38,936 ",11,10,-1.00,-10
820,1, 100 , 100 ,4.125," 1,385 ",9,34,25.00,74
821,1, 100 , 100 ,4.127, 521 ,5,59,54.00,92
822,1, 100 , 100 ,4.128," 17,655 ",7,6,-1.00,-16
823,1, 100 , 100 ,4.129, 568 ,16,14,-2.00,-14
824,1, 100 , 100 ,4.13," 1,928 ",9,17,8.00,48
825,1, 100 , 100 ,4.131," 24,132 ",8,7,-1.00,-14
826,1, 100 , 100 ,4.136," 18,529 ",7,6,-1.00,-16
827,1, 100 , 100 ,4.141," 8,685 ",11,26,15.00,58
828,1, 100 , 100 ,4.151," 1,269 ",7,34,27.00,80
829,1, 100 , 100 ,4.157, 300 ,18,115,97.00,85
830,1, 100 , 100 ,4.158," 19,867 ",5,26,21.00,81
831,1, 100 , 100 ,4.158," 7,267 ",15,59,44.00,75
832,1, 100 , 100 ,4.159," 2,602 ",6,145,139.00,96
833,1, 100 , 100 ,4.167, 30 ,1,1,0.00,0
834,1, 100 , 100 ,4.167, 629 ,6,17,11.00,65
835,1, 100 , 100 ,4.168," 10,799 ",5,5,0.00,0
836,1, 100 , 100 ,4.17," 3,520 ",14,12,-2.00,-16
837,1, 100 , 100 ,4.186, 435 ,11,28,17.00,61
838,1, 100 , 100 ,4.19, 163 ,2.9,3,0.10,4
839,1, 100 , 100 ,4.192," 14,327 ",4.7,19,14.30,76
840,1, 100 , 100 ,4.195," 18,079 ",13,68,55.00,81
841,1, 100 , 100 ,4.21," 2,282 ",11,10,-1.00,-10
842,1, 100 , 100 ,4.21," 9,541 ",11,30,19.00,64
843,1, 100 , 100 ,4.211, 878 ,14,97,83.00,86
844,1, 100 , 100 ,4.212," 1,290 ",8,7,-1.00,-14
845,1, 100 , 100 ,4.213," 5,106 ",5.92,9,3.08,35
846,1, 100 , 100 ,4.213," 2,399 ",3.93,24,20.07,84
847,1, 100 , 100 ,4.223," 29,977 ",49,42,-7.00,-16
848,1, 100 , 100 ,4.227," 1,465 ",18,47,29.00,62
849,1, 100 , 100 ,4.227," 7,740 ",12,102,90.00,89
850,1, 100 , 100 ,4.228," 7,328 ",14,92,78.00,85
851,1, 100 , 100 ,4.228," 2,228 ",9,46,37.00,81
852,1, 100 , 100 ,4.232," 14,664 ",8,85,77.00,91
853,1, 100 , 100 ,4.232," 4,501 ",3.87,15,11.13,75
854,1, 100 , 100 ,4.234, 487 ,19,17,-2.00,-11
855,1, 100 , 100 ,4.236," 7,023 ",7,6,-1.00,-16
856,1, 100 , 100 ,4.238, 63 ,8,22,14.00,64
857,1, 100 , 100 ,4.24," 3,769 ",9,8,-1.00,-12
858,1, 100 , 100 ,4.243," 8,888 ",3.65,9,5.35,60
859,1, 100 , 100 ,4.244," 4,758 ",12,100,88.00,88
860,1, 100 , 100 ,4.245," 1,309 ",2.79,13,10.21,79
861,1, 100 , 100 ,4.247, 299 ,11,10,-1.00,-10
862,1, 100 , 100 ,4.248," 7,218 ",2.69,3,0.31,11
863,1, 100 , 100 ,4.264," 16,994 ",11,10,-1.00,-10
864,1, 100 , 100 ,4.264, 855 ,7,6,-1.00,-16
865,1, 100 , 100 ,4.272," 1,088 ",16,76,60.00,79
866,1, 100 , 100 ,4.274," 8,950 ",18,76,58.00,77
867,1, 100 , 100 ,4.276," 8,443 ",4.66,11,6.34,58
868,1, 100 , 100 ,4.278," 12,745 ",8,7,-1.00,-14
869,1, 100 , 100 ,4.283, 120 ,11,10,-1.00,-10
870,1, 100 , 100 ,4.288," 29,265 ",14,84,70.00,84
871,1, 100 , 100 ,4.29," 3,190 ",9,17,8.00,48
872,1, 100 , 100 ,4.299," 3,028 ",5.65,26,20.35,79
873,1, 100 , 100 ,4.311," 19,632 ",16,50,34.00,68
874,1, 100 , 100 ,4.325," 1,151 ",11,10,-1.00,-10
875,1, 100 , 100 ,4.337," 34,975 ",9,8,-1.00,-12
876,1, 100 , 100 ,4.337," 7,012 ",8,7,-1.00,-14
877,1, 100 , 100 ,4.341," 1,972 ",5.85,43,37.15,87
878,1, 100 , 100 ,4.343," 3,038 ",7,6,-1.00,-16
879,1, 100 , 100 ,4.365, 96 ,5.86,5,-0.86,-17
880,1, 100 , 100 ,4.365," 10,917 ",3.69,40,36.31,91
881,1, 100 , 100 ,4.366," 6,121 ",11,42,31.00,74
882,1, 100 , 100 ,4.431," 105,684 ",7,6,-1.00,-16
883,1, 100 , 100 ,4.438," 54,773 ",2.66,9,6.34,71
884,1, 100 , 100 ,4.444, 36 ,5.75,16,10.25,65
885,1, 100 , 100 ,4.456," 10,622 ",1.76,2,0.24,12
886,1, 100 , 100 ,4.463," 3,682 ",13,26,13.00,50
887,1, 100 , 100 ,4.487," 2,805 ",5,9,4.00,45
888,1, 100 , 100 ,4.522, 343 ,3.73,17,13.27,79
889,1, 100 , 100 ,4.578," 1,032 ",8,47,39.00,83
890,1, 100 , 100 ,5, -   ,7,6,-1.00,-16
891,2, 100 , 50 ,3.516, 254 ,4,4,0.00,0
892,2, 100 , 50 ,3.75, 4 ,5,5,0.00,0
893,2, 100 , 50 ,3.792, 519 ,8,7,-1.00,-14
894,2, 100 , 50 ,3.88," 3,730 ",3.76,7,3.24,47
895,2, 100 , 50 ,3.923, 26 ,20,17,-3.00,-17
896,2, 100 , 50 ,4.175, 57 ,12,85,73.00,86
897,2, 100 , 50 ,4.458, 537 ,9,34,25.00,74
898,2, 60 , 30 ,3.885, 52 ,12,14,2.00,15
899,1, 50 , 50 ,3.464, 28 ,12,11,-1.00,-9
900,1, 50 , 50 ,3.667, 9 ,5,38,33.00,87
901,1, 50 , 50 ,3.676, 34 ,15,13,-2.00,-15
902,1, 50 , 50 ,3.714, 21 ,11,85,74.00,88
903,1, 50 , 50 ,3.722, 144 ,6,6,0.00,0
904,1, 50 , 50 ,3.774, 62 ,9,8,-1.00,-12
905,1, 50 , 50 ,3.84," 2,647 ",12,11,-1.00,-9
906,1, 50 , 50 ,3.861," 4,098 ",3.86,6,2.14,36
907,1, 50 , 50 ,3.872, 47 ,8,56,48.00,86
908,1, 50 , 50 ,3.937, 399 ,27,23,-4.00,-17
909,1, 50 , 50 ,3.98, 249 ,8,7,-1.00,-14
910,1, 50 , 50 ,4.01, 401 ,25,38,13.00,35
911,1, 50 , 50 ,4.094," 14,358 ",13,11,-2.00,-18
912,1, 50 , 50 ,4.12," 8,397 ",9,33,24.00,73
913,1, 50 , 50 ,4.128," 2,283 ",8,7,-1.00,-14
914,1, 50 , 50 ,4.16," 19,281 ",8,7,-1.00,-14
915,1, 50 , 50 ,4.17, 47 ,1,8,7.00,88
916,1, 50 , 50 ,4.323," 5,508 ",16,14,-2.00,-14
917,1, 50 , 50 ,4.385," 71,919 ",12,17,5.00,30
918,1, 50 , 50 ,4.434," 3,063 ",16,14,-2.00,-14
919,3, 30 , 10 ,3.548, 31 ,16,14,-2.00,-14
920,3, 30 , 10 ,3.915, 47 ,11,168,157.00,94
921,3, 24 , 8 ,3.917, 626 ,8,68,60.00,89
922,2, 20 , 10 ,3.609, 46 ,7,17,10.00,59
923,2, 20 , 10 ,3.667, 42 ,2,2,0.00,0
924,2, 20 , 10 ,3.691, 291 ,9,10,1.00,10
925,2, 20 , 10 ,3.692, 13 ,2.67,67,64.33,97
926,2, 20 , 10 ,3.837, 129 ,5,5,0.00,0
927,2, 20 , 10 ,3.859, 397 ,7,68,61.00,90
928,1, 10 , 10 ,2.333, 3 ,5.75,5,-0.75,-15
929,1, 10 , 10 ,3.508, 65 ,3.92,9,5.08,57
930,1, 10 , 10 ,3.625, 8 ,8,17,9.00,53
931,1, 10 , 10 ,3.76," 1,531 ",7,22,15.00,69
932,1, 10 , 10 ,3.778, 72 ,3.7,9,5.30,59
933,1, 10 , 10 ,3.81," 4,485 ",7,7,0.00,0
934,1, 10 , 10 ,3.873, 528 ,11,70,59.00,85
935,1, 10 , 10 ,3.875, 514 ,14,12,-2.00,-16
936,1, 10 , 10 ,3.959," 5,123 ",6,6,0.00,0
937,1, 10 , 10 ,4.008, 238 ,12,67,55.00,83
938,1, 10 , 10 ,4.015, 676 ,16,25,9.00,36
939,1, 10 , 10 ,4.021, 331 ,15,13,-2.00,-15
940,1, 10 , 10 ,4.037," 28,798 ",5.65,33,27.35,83
941,1, 10 , 10 ,4.042," 3,694 ",7,66,59.00,90
942,1, 10 , 10 ,4.062, 193 ,7,7,0.00,0
943,1, 10 , 10 ,4.17," 1,496 ",8,33,25.00,76
944,1, 10 , 10 ,4.173," 9,217 ",14,12,-2.00,-16
945,1, 10 , 10 ,4.2, 60 ,3.71,5,1.29,26
946,1, 10 , 10 ,4.295," 22,621 ",11,30,19.00,64
947,1, 10 , 10 ,4.326," 173,992 ",8,7,-1.00,-14
948,1, 10 , 10 ,4.466," 1,442 ",16,14,-2.00,-14
949,1, 10 , 10 ,4.501," 2,038 ",18,59,41.00,70
950,1, 10 , 10 ,4.513, 160 ,5.68,5,-0.68,-13
951,1, 8 , 8 ,3.949," 53,225 ",7,31,24.00,78
952,1, 7 , 7 ,4.249," 6,348 ",8,55,47.00,86
953,1, 3 , 3 ,3.991," 11,378 ",4.81,30,25.19,84
954,1, 2 , 2 ,3.999," 21,307 ",11,10,-1.00,-10
955,1, 2 , 2 ,4.303, 693 ,16,16,0.00,0
956,1, 1 , 1 ,3.598, 378 ,2.72,9,6.28,70
957,1, 1 , 1 ,3.956," 1,134 ",14,14,0.00,0
958,1, 1 , 1 ,4.007," 1,380 ",11,30,19.00,64
